pragmeta_trial_id,domain_name,quote,best_match,best_paragraph,ratio
686,Eligibility,"Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist).","Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist).","MS patients from the outpatient clinic of the Neurology Department of Pitié-Salpêtrière Hospital were prospectively enrolled in the study between March 2010 and July 2012. Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist). Patients who were not living independently in the community were excluded.",100.0
686,Recruitment,MS patients from the outpatient clinic of the Neurology Department of Pitié-Salpêtrière Hospital were prospectively enrolled in the study between March 2010 and July 2012.,MS patients from the outpatient clinic of the Neurology Department of Pitié-Salpêtrière Hospital were prospectively enrolled in the study between March 2010 and July 2012.,"MS patients from the outpatient clinic of the Neurology Department of Pitié-Salpêtrière Hospital were prospectively enrolled in the study between March 2010 and July 2012. Inclusion criteria were: having MS (MacDonald criteria); being able to complete a questionnaire; and being in need for a multidisciplinary approach, defined by the requirement, in addition to the neurology specialist, of at least two different medical (rehabilitation specialist, neuro-urology specialist, psychiatrist) or allied health professionals (physiotherapist, occupational therapist, social worker, psychologist, and neuropsychologist). Patients who were not living independently in the community were excluded.",100.0
686,Recruitment,Signed informed consent was obtained for each patient at inclusion.,Signed informed consent was obtained for each patient at inclusion.,"Signed informed consent was obtained for each patient at inclusion. At the end of the inclusion visit (conducted by the evaluating neurologist not participating in the multidisciplinary team), the patient was randomized via a central Web-based randomization system. Treatment was allocated according to a computer-generated randomization list in a 1:1 ratio. Patients were then randomized in two groups depending on the treatment strategy: (i) an integrated multidisciplinary (IMD) group, consisting of an IMD approach at the Pitié-Salpêtrière MS clinic, and (ii) a control group, consisting of successive, non-integrated interventions with different specialists and allied health professionals, at different times and sites (Figure 1). For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion. These patients received a half-day (four to six hours) individually tailored assessment by the multidisciplinary group. The schedule allowed each required medical specialist (neurologist, rehabilitation specialist, neuro-urology specialist, and psychiatrist) or allied health professional (MS nurse, occupational therapist, physiotherapist, psychologist, social worker, and neuropsychologist) to assess the patient’s status and needs. Depending on their needs, evaluated during the inclusion visit and re-evaluated during the multidisciplinary visit, patients were seen by different MS specialists and allied health professionals. This multidisciplinary assessment was followed by an integration of all team members’ evaluations and recommendations by the coordinating neurologist.",100.0
686,Setting,"This is a prospective, randomized, controlled, monocentric clinical trial in MS patients.","This is a prospective, randomized, controlled, monocentric clinical trial in MS patients.","This is a prospective, randomized, controlled, monocentric clinical trial in MS patients. Two treatment strategies were compared: (i) an integrated multidisciplinary (IMD) approach, consisting of a half-day individually tailored comprehensive assessment in the MS clinic; and (ii) a standard care. The primary outcome was the impact of the strategy on quality of life (QoL) measured using the MSIS-29 scale at inclusion and after six months.",100.0
686,Organization,"For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion.","For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion.","Signed informed consent was obtained for each patient at inclusion. At the end of the inclusion visit (conducted by the evaluating neurologist not participating in the multidisciplinary team), the patient was randomized via a central Web-based randomization system. Treatment was allocated according to a computer-generated randomization list in a 1:1 ratio. Patients were then randomized in two groups depending on the treatment strategy: (i) an integrated multidisciplinary (IMD) group, consisting of an IMD approach at the Pitié-Salpêtrière MS clinic, and (ii) a control group, consisting of successive, non-integrated interventions with different specialists and allied health professionals, at different times and sites (Figure 1). For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion. These patients received a half-day (four to six hours) individually tailored assessment by the multidisciplinary group. The schedule allowed each required medical specialist (neurologist, rehabilitation specialist, neuro-urology specialist, and psychiatrist) or allied health professional (MS nurse, occupational therapist, physiotherapist, psychologist, social worker, and neuropsychologist) to assess the patient’s status and needs. Depending on their needs, evaluated during the inclusion visit and re-evaluated during the multidisciplinary visit, patients were seen by different MS specialists and allied health professionals. This multidisciplinary assessment was followed by an integration of all team members’ evaluations and recommendations by the coordinating neurologist.",100.0
686,Organization,"The study protocol was approved by the coordinator of our local (Pitié-Salpêtrière Hospital) ethics committee, and formal review by the committee was judged unnecessary.","The study protocol was approved by the coordinator of our local (Pitié-Salpêtrière Hospital) ethics committee, and formal review by the committee was judged unnecessary.","The study protocol was approved by the coordinator of our local (Pitié-Salpêtrière Hospital) ethics committee, and formal review by the committee was judged unnecessary.",100.0
686,Flexibility (delivery),"Depending on their needs, evaluated during the inclusion visit and re-evaluated during the multidisciplinary visit, patients were seen by different MS specialists and allied health professionals.","Depending on their needs, evaluated during the inclusion visit and re-evaluated during the multidisciplinary visit, patients were seen by different MS specialists and allied health professionals.","Signed informed consent was obtained for each patient at inclusion. At the end of the inclusion visit (conducted by the evaluating neurologist not participating in the multidisciplinary team), the patient was randomized via a central Web-based randomization system. Treatment was allocated according to a computer-generated randomization list in a 1:1 ratio. Patients were then randomized in two groups depending on the treatment strategy: (i) an integrated multidisciplinary (IMD) group, consisting of an IMD approach at the Pitié-Salpêtrière MS clinic, and (ii) a control group, consisting of successive, non-integrated interventions with different specialists and allied health professionals, at different times and sites (Figure 1). For patients in the IMD group, the multidisciplinary integrated outpatient clinic was planned at our MS clinic within a maximum three-month period after inclusion. These patients received a half-day (four to six hours) individually tailored assessment by the multidisciplinary group. The schedule allowed each required medical specialist (neurologist, rehabilitation specialist, neuro-urology specialist, and psychiatrist) or allied health professional (MS nurse, occupational therapist, physiotherapist, psychologist, social worker, and neuropsychologist) to assess the patient’s status and needs. Depending on their needs, evaluated during the inclusion visit and re-evaluated during the multidisciplinary visit, patients were seen by different MS specialists and allied health professionals. This multidisciplinary assessment was followed by an integration of all team members’ evaluations and recommendations by the coordinating neurologist.",100.0
686,Follow-up,"Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months.","Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months.","Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months. The primary outcome was the change in QoL from inclusion to M6, assessed by the Multiple Sclerosis Impact Scale (MSIS-29) self-questionnaire. The MSIS-29 is a validated, reproducible and specific MS QoL scale3–5 that consists of 29 simple questions including six different subdomains (fatigue, cognitive function, urinary and bowel trouble, social, emotional and mobility). A higher MSIS-29 score corresponds to lower QoL. The questionnaire takes 25 minutes to complete.",100.0
686,Primary outcome,"The primary outcome was the change in QoL from inclusion to M6, assessed by the Multiple Sclerosis Impact Scale (MSIS-29) self-questionnaire.","The primary outcome was the change in QoL from inclusion to M6, assessed by the Multiple Sclerosis Impact Scale (MSIS-29) self-questionnaire.","Primary and secondary outcomes were assessed at inclusion, and after six (M6) and 12 (M12) months. The primary outcome was the change in QoL from inclusion to M6, assessed by the Multiple Sclerosis Impact Scale (MSIS-29) self-questionnaire. The MSIS-29 is a validated, reproducible and specific MS QoL scale3–5 that consists of 29 simple questions including six different subdomains (fatigue, cognitive function, urinary and bowel trouble, social, emotional and mobility). A higher MSIS-29 score corresponds to lower QoL. The questionnaire takes 25 minutes to complete.",100.0
686,Primary analysis,"All analyses were performed with the SAS software version 9.2 (SAS Institute, Cary, NC, USA).","All analyses were performed with the SAS software version 9.2 (SAS Institute, Cary, NC, USA).","All analyses were performed with the SAS software version 9.2 (SAS Institute, Cary, NC, USA).",100.0
687,Eligibility,All analysis was performed on SPSS v20 with power calculations for a future fully powered trial being estimated using nQuery v7.,All analysis was performed on SPSS v20 with power calculations for a future fully powered trial being estimated using nQuery v7.,"All analysis was performed on SPSS v20 with power calculations for a future fully powered trial being estimated using nQuery v7. Telephone interviews were recorded, transcribed and verified. Emerging themes and sub-themes were identified and agreed between two independent researchers.",100.0
687,Recruitment,"Letters were sent to 138 patients from the Multiple Sclerosis Service database, thought to be suitable for the study, inviting them to participate.","Letters were sent to 138 patients from the Multiple Sclerosis Service database, thought to be suitable for the study, inviting them to participate.","Ethical approval was received from the West of Scotland Research Ethics Service (ref: 12/WS/0147) and participants were recruited from the Multiple Sclerosis Service, at the Douglas Grant Rehabilitation Centre, Irvine, Scotland. To be included in the study participants were required to have a confirmed diagnosis of MS, an Expanded Disability Status Score of between 5 and 6.5,13 stable drug therapy for 30 days, no relapses in the previous three months, no significant co-morbidities such as coexisting cardiac or pulmonary condition and have access to the internet via personal or tablet computer. Letters were sent to 138 patients from the Multiple Sclerosis Service database, thought to be suitable for the study, inviting them to participate. Of those 37 people expressed an interest in taking part. Seven people were excluded as they did not meet the inclusion and exclusion criteria (Figure 1). Therefore, 30 people were recruited into the study and all participants provided written informed consent.",100.0
687,Setting,Rehabilitation centre and participants’ homes.,Rehabilitation centre and participants’ homes.,Rehabilitation centre and participants’ homes.,100.0
687,Organization,"The website, which was used to deliver the intervention, was developed in collaboration with a patient steering group and incorporating recommendations from the MS Society accessibility policy and advice from the Scottish Accessible Information Forum.","The website, which was used to deliver the intervention, was developed in collaboration with a patient steering group and incorporating recommendations from the MS Society accessibility policy and advice from the Scottish Accessible Information Forum.","The website, which was used to deliver the intervention, was developed in collaboration with a patient steering group and incorporating recommendations from the MS Society accessibility policy and advice from the Scottish Accessible Information Forum. The website (www.webbasedphysio.com) consists of a home page, exercise pages and advice section. Each exercise page contains a video in half the screen, text explaining the exercise, an audio description of the exercise and a timer. There is a catalogue of exercises (cardiovascular, strengthening and balance exercises), each at four levels of difficulty, as well as warm up and cool down exercises and stretches.",100.0
687,Flexibility (delivery),"Participants were given unique log-in details to view their own, online personalised exercise programme. This was a pragmatic study with the content of the web-based programme being similar to the content if it had been delivered face-to-face.","Participants were given unique log-in details to view their own, online personalised exercise programme. This was a pragmatic study with the content of the web-based programme being similar to the content if it had been delivered face-to-face.","Individualised therapeutic exercise programmes were developed for participants in Group 1, with exercises selected based on their baseline assessment and personal goals. Participants were given unique log-in details to view their own, online personalised exercise programme. This was a pragmatic study with the content of the web-based programme being similar to the content if it had been delivered face-to-face. Participants were advised to undertake the exercise programme a minimum of twice a week and to complete their online exercise diary which was seen remotely by the physiotherapist. Participants were contacted by the physiotherapist each week to discuss progress and update their exercise programme as appropriate by changing any combination of exercises, level of difficulty or number of repetitions. Participants were given contact details for the physiotherapist should they encounter any problems.",100.0
687,Flexibility (adherence),Participants were advised to undertake the exercise programme a minimum of twice a week and to complete their online exercise diary which was seen remotely by the physiotherapist.,Participants were advised to undertake the exercise programme a minimum of twice a week and to complete their online exercise diary which was seen remotely by the physiotherapist.,"Individualised therapeutic exercise programmes were developed for participants in Group 1, with exercises selected based on their baseline assessment and personal goals. Participants were given unique log-in details to view their own, online personalised exercise programme. This was a pragmatic study with the content of the web-based programme being similar to the content if it had been delivered face-to-face. Participants were advised to undertake the exercise programme a minimum of twice a week and to complete their online exercise diary which was seen remotely by the physiotherapist. Participants were contacted by the physiotherapist each week to discuss progress and update their exercise programme as appropriate by changing any combination of exercises, level of difficulty or number of repetitions. Participants were given contact details for the physiotherapist should they encounter any problems.",100.0
687,Follow-up,Outcome measures were recorded at baseline and at the end of the intervention period (week 13).,Outcome measures were recorded at baseline and at the end of the intervention period (week 13).,"Outcome measures were recorded at baseline and at the end of the intervention period (week 13). The primary outcome measure, the timed 25 foot walk,14 has good reliability and validity in the MS population. The time taken to walk 25ft was recorded with a stop watch and a mean of two ‘walks’ recorded. Secondary outcome measures included the Berg Balance Scale,15 Timed Up and Go,16 Multiple Sclerosis Impact Scale,17 Leeds Multiple Sclerosis Quality of Life Scale,18 Multiple Sclerosis-Related Symptom Checklist19 and Hospital Anxiety and Depression Scale.20 In addition, to evaluate the feasibility and satisfaction with the web-based physiotherapy programme, participants in Group 1 completed a questionnaire based on that used by Finkelstein et al. (2008).12 Telephone interviews were undertaken with participants in Group 1 to obtain their views on web-based physiotherapy. A topic guide was generated and was used as a framework for the interviews. The telephone interviews were undertaken by a member of the research team unknown to the participants. To assess compliance the number of times participants logged into the website each week was recorded.",100.0
687,Primary outcome,"The primary outcome measure, the timed 25ft walk,14 has good reliability and validity in the MS population.","e primary outcome measure, the timed 25 foot walk,14 has good reliability and validity in the MS populatio",d,97.16981132075472
690,Eligibility,"Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS,1,13 Expanded Disability Status Scale (EDSS) score ⩾ 8.0,14 complex symptoms,15 and ⩾2 unmet care needs.16 The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient except for patients with severe cognitive compromise.","Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS,1,13 Expanded Disability Status Scale (EDSS) score ⩾ 8.0,14 complex symptoms,15 and ⩾2 unmet care needs.16 The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient except for patients with severe cognitive compromise.","Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS,1,13 Expanded Disability Status Scale (EDSS) score ⩾ 8.0,14 complex symptoms,15 and ⩾2 unmet care needs.16 The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient except for patients with severe cognitive compromise. All patient-carer dyads gave written informed consent before study enrollment.",100.0
690,Recruitment,Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers.,Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers.,"Participants were non-institutionalized adults (age ⩾ 18 years) with severe MS and their primary carers. Other patient inclusion criteria were primary or secondary progressive MS,1,13 Expanded Disability Status Scale (EDSS) score ⩾ 8.0,14 complex symptoms,15 and ⩾2 unmet care needs.16 The carer (a family member, relative, or friend of the patient) was his or her next of kin and was designated by the patient except for patients with severe cognitive compromise. All patient-carer dyads gave written informed consent before study enrollment.",100.0
690,Setting,"In this randomized, examiner-blind, controlled study, we recruited patients from three Italian centers.","In this randomized, examiner-blind, controlled study, we recruited patients from three Italian centers.","In this randomized, examiner-blind, controlled study, we recruited patients from three Italian centers. The protocol was approved by the local ethics committees and the study was undertaken in accordance with the Declaration of Helsinki.12 The trial was registered at www.controlled-trials.com (ISRCTN73082124).",100.0
690,Organization,"Based on the principles of PC,17 each center had a HPA team consisting of a physician (neurologist or physiatrist), a nurse (case manager and team leader), a psychologist, and a social worker.","Based on the principles of PC,17 each center had a HPA team consisting of a physician (neurologist or physiatrist), a nurse (case manager and team leader), a psychologist, and a social worker.","Based on the principles of PC,17 each center had a HPA team consisting of a physician (neurologist or physiatrist), a nurse (case manager and team leader), a psychologist, and a social worker. Nurses of the Milan and Rome centers had degrees and worked full time in PC; the Catania nurse attended a week-long individual training course. Prior to study start, all team members were trained in the HPA intervention; 3 and 6 months after trial initiation they met again to share experiences, fine-tune the protocol, and discuss difficult cases.",100.0
690,Flexibility (delivery),"After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services).","After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services).","After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services). Subsequently, the team verified program implementation and reviewed it as necessary. The team was not on call for dyads: in the event of emergencies, dyads contacted the patient caring physician or emergency medical services. All team activities were recorded in the PeNSAMI patient study record, which was kept at the patient’s home and available to all HPs/caregivers.",100.0
690,Flexibility (adherence),"In the event of emergencies, dyads contacted the patient caring physician or emergency medical services.","in the event of emergencies, dyads contacted the patient caring physician or emergency medical services","After a comprehensive assessment of the dyad needs based on direct observation and on visit 1 information (available via the eCRF), the HPA team defined the contents of the intervention, involving the dyad and the patient caring physician (the intervention was not intended to replace existing services). Subsequently, the team verified program implementation and reviewed it as necessary. The team was not on call for dyads: in the event of emergencies, dyads contacted the patient caring physician or emergency medical services. All team activities were recorded in the PeNSAMI patient study record, which was kept at the patient’s home and available to all HPs/caregivers.",100.0
690,Follow-up,"A blind examiner assessed dyads at baseline, 3 months, and 6 months.","A blind examiner assessed dyads at baseline, 3 months, and 6 months.","Adults with severe MS-carer dyads were assigned (2:1 ratio) to either HPA or usual care (UC). At each center, a multi-professional team delivered the 6-month intervention. A blind examiner assessed dyads at baseline, 3 months, and 6 months. Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).",100.0
690,Primary outcome,"Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).","Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).","Adults with severe MS-carer dyads were assigned (2:1 ratio) to either HPA or usual care (UC). At each center, a multi-professional team delivered the 6-month intervention. A blind examiner assessed dyads at baseline, 3 months, and 6 months. Primary outcome measures were Palliative care Outcome Scale-Symptoms-MS (POS-S-MS) and Schedule for the Evaluation of Individual Quality of Life-Direct Weighting (SEIQoL-DW, not assessed in severely cognitively compromised patients).",100.0
690,Primary analysis,"All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group).","All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group).","All randomly assigned patients were included in the main intention-to-treat analysis, provided that at least one contact with the team occurred (HPA group). The average effect of the intervention over time on all outcomes was evaluated between the two groups using generalized estimating equations (GEE, repeated-measures analysis of covariance with exchangeable correlation). All analyses were adjusted for the baseline value of the outcome. Besides intervention group (HPA, UC) and time visit (3-month, 6-month), all analyses included as a pre-specified covariate center (Milan, Rome, Catania), as the intervention was delivered by teams that operated in different socio-cultural contexts. In addition, for analysis of patient outcomes POS-S-MS, POS, and FIM, we used the following pre-specified prognostic covariates: presence of severe cognitive impairment and age (baseline EDSS score was not included in the model as it was associated with cognitive impairment). For analysis of patient outcomes SEIQoL-DW and HADS, we used the covariates baseline EDSS score and age. We also tested for the first-order interaction term center per intervention group, to assess the homogeneity of the treatment effect across centers. For analysis of the ZBI total score, we used the covariates and interaction term reported above (first set of patient outcomes), plus carer’s age and sex, and carer living with the patient.27",100.0
691,Eligibility,"The main inclusion criteria were: (1) clinically definite MS diagnosis, (2) fatigue impacting on daily life (Fatigue Severity Scale total score >4)16 and (3) ambulatory. The main exclusion criteria were: (1) having taken part in a fatigue programme in the last year, (2) cognitive impairments, (3) a relapse in the previous 3 months or (4) having started treatment with disease modifying or antidepressant drugs within the previous 3 months.","The main inclusion criteria were: (1) clinically definite MS diagnosis, (2) fatigue impacting on daily life (Fatigue Severity Scale total score >4)16 and (3) ambulatory. The main exclusion criteria were: (1) having taken part in a fatigue programme in the last year, (2) cognitive impairments, (3) a relapse in the previous 3 months or (4) having started treatment with disease modifying or antidepressant drugs within the previous 3 months.","The main inclusion criteria were: (1) clinically definite MS diagnosis, (2) fatigue impacting on daily life (Fatigue Severity Scale total score >4)16 and (3) ambulatory. The main exclusion criteria were: (1) having taken part in a fatigue programme in the last year, (2) cognitive impairments, (3) a relapse in the previous 3 months or (4) having started treatment with disease modifying or antidepressant drugs within the previous 3 months. The full eligibility criteria are described in the protocol.14 Participants were recruited in three UK centres (Poole, Bristol, Southampton/Portsmouth) from primary or secondary care, or via MS Society newsletters/websites. Recruitment took place from May 2008 to November 2009.",100.0
691,Recruitment,"Participants were recruited in three UK centres (Poole, Bristol, Southampton/Portsmouth) from primary or secondary care, or via MS Society newsletters/websites.","Participants were recruited in three UK centres (Poole, Bristol, Southampton/Portsmouth) from primary or secondary care, or via MS Society newsletters/websites.","The main inclusion criteria were: (1) clinically definite MS diagnosis, (2) fatigue impacting on daily life (Fatigue Severity Scale total score >4)16 and (3) ambulatory. The main exclusion criteria were: (1) having taken part in a fatigue programme in the last year, (2) cognitive impairments, (3) a relapse in the previous 3 months or (4) having started treatment with disease modifying or antidepressant drugs within the previous 3 months. The full eligibility criteria are described in the protocol.14 Participants were recruited in three UK centres (Poole, Bristol, Southampton/Portsmouth) from primary or secondary care, or via MS Society newsletters/websites. Recruitment took place from May 2008 to November 2009.",100.0
691,Setting,"FACETS was delivered in hotel meeting-room facilities, with the exception of one centre, where it was held in a rehabilitation hospital.","FACETS was delivered in hotel meeting-room facilities, with the exception of one centre, where it was held in a rehabilitation hospital.","FACETS was delivered in hotel meeting-room facilities, with the exception of one centre, where it was held in a rehabilitation hospital. Apart from one MS specialist nurse, facilitators were either occupational therapists or physiotherapists. Facilitators were all qualified to a senior/advanced level (in the UK minimum of a Band 7 on the NHS Agenda for Change (AfC) grading structure).17 Facilitators were trained to deliver the intervention at 1-day workshops and psychological advice and debriefing were available for facilitators throughout the trial.",100.0
691,Organization,Facilitators were all qualified to a senior/advanced level (in the UK minimum of a Band 7 on the NHS Agenda for Change (AfC) grading structure).17 Facilitators were trained to deliver the intervention at 1-day workshops and psychological advice and debriefing were available for facilitators throughout the trial.,Facilitators were all qualified to a senior/advanced level (in the UK minimum of a Band 7 on the NHS Agenda for Change (AfC) grading structure).17 Facilitators were trained to deliver the intervention at 1-day workshops and psychological advice and debriefing were available for facilitators throughout the trial.,"FACETS was delivered in hotel meeting-room facilities, with the exception of one centre, where it was held in a rehabilitation hospital. Apart from one MS specialist nurse, facilitators were either occupational therapists or physiotherapists. Facilitators were all qualified to a senior/advanced level (in the UK minimum of a Band 7 on the NHS Agenda for Change (AfC) grading structure).17 Facilitators were trained to deliver the intervention at 1-day workshops and psychological advice and debriefing were available for facilitators throughout the trial.",100.0
691,Flexibility (delivery),"The manualised group-based FACETS programme is described elsewhere13 and is based upon a conceptual framework integrating elements from cognitive behavioural, social-cognitive, energy effectiveness, self-management and self-efficacy theories.","The manualised group-based FACETS programme is described elsewhere13 and is based upon a conceptual framework integrating elements from cognitive behavioural, social-cognitive, energy effectiveness, self-management and self-efficacy theories.","The manualised group-based FACETS programme is described elsewhere13 and is based upon a conceptual framework integrating elements from cognitive behavioural, social-cognitive, energy effectiveness, self-management and self-efficacy theories. The aim of the intervention is to help people normalise their fatigue experiences, learn helpful ways of thinking about fatigue and use available energy more effectively. The intervention consists of six sessions (∼90 min duration) held weekly and facilitated in groups of 6–12 by two health professionals with experience of working with people with MS and group-work (such as occupational therapists, nurses or physiotherapists). The intervention is highly structured. Each session follows the same general format, namely, facilitator-delivered presentations, flipchart discussions, group activities and homework. The facilitator manual provides guidance on preparation and delivery, detailed session content, notes and suggested timings, and a checklist of facilitator objectives as well as signposts to additional resources. Sessions are delivered via PowerPoint; hence can be easily replicated. A companion participant handbook, along with existing information booklets, reinforces programme content. The incorporation of flipchart exercises, group discussions and homework activities enables the tailoring of content to the individual circumstances and goals/priorities of group members. Participants receiving the intervention continued to have access to services available as part of their usual local care.",100.0
691,Flexibility (adherence),Participants receiving the intervention continued to have access to services available as part of their usual local care.,Participants receiving the intervention continued to have access to services available as part of their usual local care.,"The manualised group-based FACETS programme is described elsewhere13 and is based upon a conceptual framework integrating elements from cognitive behavioural, social-cognitive, energy effectiveness, self-management and self-efficacy theories. The aim of the intervention is to help people normalise their fatigue experiences, learn helpful ways of thinking about fatigue and use available energy more effectively. The intervention consists of six sessions (∼90 min duration) held weekly and facilitated in groups of 6–12 by two health professionals with experience of working with people with MS and group-work (such as occupational therapists, nurses or physiotherapists). The intervention is highly structured. Each session follows the same general format, namely, facilitator-delivered presentations, flipchart discussions, group activities and homework. The facilitator manual provides guidance on preparation and delivery, detailed session content, notes and suggested timings, and a checklist of facilitator objectives as well as signposts to additional resources. Sessions are delivered via PowerPoint; hence can be easily replicated. A companion participant handbook, along with existing information booklets, reinforces programme content. The incorporation of flipchart exercises, group discussions and homework activities enables the tailoring of content to the individual circumstances and goals/priorities of group members. Participants receiving the intervention continued to have access to services available as part of their usual local care.",100.0
691,Follow-up,"For those allocated to the FACETS arm, outcomes were measured 1 week (baseline) before the start of FACETS and 1 month (follow-up 1) and 4 months (follow-up 2) after the final session.","For those allocated to the FACETS arm, outcomes were measured 1 week (baseline) before the start of FACETS and 1 month (follow-up 1) and 4 months (follow-up 2) after the final session.","For those allocated to the FACETS arm, outcomes were measured 1 week (baseline) before the start of FACETS and 1 month (follow-up 1) and 4 months (follow-up 2) after the final session. Participants assigned to the CLP arm completed all outcome measures within an identical time frame to those in the FACETS arm (see published protocol14 and results tables). All questionnaire outcomes were self-reported for both groups, presented in a booklet format with a large font and administered and returned through the post. This meant that participants could pace the completion of the outcome measures in their own homes.",100.0
691,Primary outcome,There were statistically significantly greater improvements in fatigue self-efficacy in the FACETS arm at follow-up 1 and 2 compared with the CLP arm.,There were statistically significantly greater improvements in fatigue self-efficacy in the FACETS arm at follow-up 1 and 2 compared with the CLP arm.,"The primary ‘intention-to-treat’ analyses and results for the primary outcome measures are shown in table 2 and online supplementary figure S1. There were statistically significantly greater improvements in fatigue self-efficacy in the FACETS arm at follow-up 1 and 2 compared with the CLP arm. By follow-up 2, there were significantly greater improvements on the GFS scale in the FACETS arm compared with the CLP arm. Further, 40% of participants in the FACETS arm had a clinically important improvement on the GFS compared with 19% in the CLP arm (p=0.009), giving a numbers-needed-to-treat of 5. There were no statistically significant differences between the FACETS arm and the CLP arm for the MSIS-29. The probability of getting three or more statistically significant differences out of six tests on the primary outcomes, just by chance, is only 0.002.",100.0
691,Primary analysis,The main analysis was intention-to-treat but we also conducted a ‘per protocol’ analysis (excluding participants who attended fewer than four FACETS sessions).,The main analysis was intention-to-treat but we also conducted a ‘per protocol’ analysis (excluding participants who attended fewer than four FACETS sessions).,"The main analysis was intention-to-treat but we also conducted a ‘per protocol’ analysis (excluding participants who attended fewer than four FACETS sessions). Data were analysed using IBM SPSS, V.18. Outcome measures were assumed to be interval-scaled, and the analysis initially focused on absolute change in outcomes at follow-up 1 (1 month postintervention) and at follow-up 2 (4 months postintervention), relative to baseline. Change scores were compared between the groups using the independent samples t test with a two-sided 5% significance level, and summarised using mean differences (95% CIs). The GFS primary outcome is probably the most clinically relevant and so for this outcome we have also defined a clinically important improvement in fatigue as 0.5 and used the numbers-needed-to-treat statistic and the χ2 test for association to compare the percentage with a clinically important improvement between the two arms of the trial. This figure of 0.5 is equivalent to approximately 0.5 SDs which was the effect size specified in the sample size calculation and recommended by others.28 We could not find any published, minimal clinically important differences (MCIDs) for the GFS subscale of the FAI in MS. However, an MCID of -0.6 points has been reported for the Fatigue Severity Scale (which shares eight of the nine GFS items, in addition to three additional ones) for systemic lupus erythematosus.29",100.0
