pragmeta_trial_id,doi,domain_name,quote,best_match,ratio
1352,10.1097/sla.0b013e3182765fcf,Eligibility,"The exclusion criteria were as follows: diagnosis of appendicitis was not clinically established (symptoms attributable to urinary or gynecological problems), symptoms of more than 5 days, and/or a palpable mass in the right lower quadrant suggesting an appendiceal mass. Additional patients with the following conditions were also excluded: history of cirrhosis and coagulation disorders, generalized peritonitis, shock upon admission, previous abdominal surgery, ascites, suspected or proven malignancy, contraindication to general anesthesia (severe cardiac and/or pulmonary disease), inability to give informed consent, and pregnancy.","The exclusion criteria were as follows: diagnosis of appendicitis was not clinically established (symptoms attributable to urinary or gynecological problems), symptoms of more than 5 days, and/or a palpable mass in the right lower quadrant suggesting an appendiceal mass. Additional patients with the following conditions were also excluded: history of cirrhosis and coagulation disorders, generalized peritonitis, shock upon admission, previous abdominal surgery, ascites, suspected or proven malignancy, contraindication to general anesthesia (severe cardiac and/or pulmonary disease), inability to give informed consent, and pregnancy.",100.0
1352,10.1097/sla.0b013e3182765fcf,Recruitment,"Between October 2009 and March 2011, consecutive patients admitted with clinical or radiological evidence of appendicitis were randomly assigned to receive either LESS or TPLA.","Between October 2009 and March 2011, consecutive patients admitted with clinical or radiological evidence of appendicitis were randomly assigned to receive either LESS or TPLA.",100.0
1352,10.1097/sla.0b013e3182765fcf,Recruitment,The patients were randomized after surgery was offered. They were randomly allocated to LESS appendectomy (group A) or TPLA (group B) by opening sealed envelopes containing a computer-generated code in blocks of 10.,The patients were randomized after surgery was offered. They were randomly allocated to LESS appendectomy (group A) or TPLA (group B) by opening sealed envelopes containing a computer-generated code in blocks of 10.,100.0
1352,10.1097/sla.0b013e3182765fcf,Setting,"The study was performed between October 2009 and March 2011 in the Prince of Wales Hospital (University affiliated) and the North District Hospital. Together, the 2 hospitals provide government-supported services to the Eastern New Territories' region in Hong Kong, which is comprised of a population of approximately 1 million people.","The study was performed between October 2009 and March 2011 in the Prince of Wales Hospital (University affiliated) and the North District Hospital. Together, the 2 hospitals provide government-supported services to the Eastern New Territories' region in Hong Kong, which is comprised of a population of approximately 1 million people.",100.0
1352,10.1097/sla.0b013e3182765fcf,Organisation,All procedures were performed or supervised by specialist surgeons with experience of more than 20 LESS appendectomies. They were also proficient with advanced laparoscopic surgical techniques and had experience of more than 100 laparoscopic procedures in their respective subspecialties.,All procedures were performed or supervised by specialist surgeons with experience of more than 20 LESS appendectomies. They were also proficient with advanced laparoscopic surgical techniques and had experience of more than 100 laparoscopic procedures in their respective subspecialties.,100.0
1352,10.1097/sla.0b013e3182765fcf,Organisation,"Four designated surgeons performed all the procedures in Prince of Wales Hospital, whereas the operations in North District Hospital were performed by 2 designated surgeons.","Four designated surgeons performed all the procedures in Prince of Wales Hospital, whereas the operations in North District Hospital were performed by 2 designated surgeons.",100.0
1352,10.1097/sla.0b013e3182765fcf,Flexibility (delivery),Two 5-mm ports and one 10-mm port were inserted through a 13-mm transumbilical incision via multiple fascial incisions.,"
Two 5-mm ports and one 10-mm port were inserted through a 13-mm transumbilical incision via multiple fascial incision",100.0
1352,10.1097/sla.0b013e3182765fcf,Flexibility (delivery),"Conversion would be performed for the following reasons: unclear anatomy, compromised safety of dissection, complications including bleeding or adjacent organ injury, or severe contamination. Conversion would be first to TPLA followed by open appendectomy if the 3-port technique was unable to adequately address the aforementioned problems.","Conversion would be performed for the following reasons: unclear anatomy, compromised safety of dissection, complications including bleeding or adjacent organ injury, or severe contamination. Conversion would be first to TPLA followed by open appendectomy if the 3-port technique was unable to adequately address the aforementioned problems.",100.0
1352,10.1097/sla.0b013e3182765fcf,Follow-up,"Patients were discharged when regular diet was well tolerated, they were afebrile for 24 hours and white cell counts were at a decreasing trend (20% less than admission values in patients with abnormal values). They were then required to follow-up at 2 weeks for reassessment.","Patients were discharged when regular diet was well tolerated, they were afebrile for 24 hours and white cell counts were at a decreasing trend (20% less than admission values in patients with abnormal values). They were then required to follow-up at 2 weeks for reassessment.",100.0
1352,10.1097/sla.0b013e3182765fcf,Primary outcome,The main outcome measurement was overall pain score.,The main outcome measurement was overall pain score.,100.0
1352,10.1097/sla.0b013e3182765fcf,Primary analysis,All outcomes were analyzed according to the intention-to-treat principle.,All outcomes were analyzed according to the intention-to-treat principle.,100.0
1472,10.1016/j.ejvs.2007.11.024,Eligibility,Hundred and nine subjects were randomized 2:1 to treatment or control.,Hundred and nine subjects were randomized 2:1 to treatment or control.,100.0
1472,10.1016/j.ejvs.2007.11.024,Eligibility,Eligible participants were included if they satisfied all inclusion and exclusion criteria.,Eligible participants were included if they satisfied all inclusion and exclusion criteria,100.0
1472,10.1016/j.ejvs.2007.11.024,Eligibility,"Based on the length of the study and history of vascular disease, at least 104 subjects were planned to be enrolled.","sed upon the length of the study and history of vascular disease, at least 104 subjects were planned to be enrolled",98.26086956521739
1472,10.1016/j.ejvs.2007.11.024,Recruitment,"This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.","This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.",100.0
1472,10.1016/j.ejvs.2007.11.024,Recruitment,Study subjects provided written informed consent prior to their enrollment into this study.,Study subjects provided written informed consent prior to their enrollment into this study.,100.0
1472,10.1016/j.ejvs.2007.11.024,Setting,"This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.","This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.",100.0
1472,10.1016/j.ejvs.2007.11.024,Organisation,"This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.","This study was conducted at nine investigational sites in Hungary, The Netherlands and The Netherlands Antilles.",100.0
1472,10.1016/j.ejvs.2007.11.024,Organisation,"All aspects of the study were governed by the applicable sections of the International Conference on Harmonisation Guidelines for Good Clinical Practice (E6), EN ISO 14155 Clinical Investigation of Medical Devices for Human Subjects, the Declaration of Helsinki of 1964 and its subsequent revisions, and by the standard operating procedures of all reviewing ethics committees, contract research organizations, and the study sponsor.","All aspects of the study were governed by the applicable sections of the International Conference on Harmonisation Guidelines for Good Clinical Practice (E6), EN ISO 14155 Clinical Investigation of Medical Devices for Human Subjects, the Declaration of Helsinki of 1964 and its subsequent revisions, and by the standard operating procedures of all reviewing ethics committees, contract research organizations, and the study sponsor.",100.0
1472,10.1016/j.ejvs.2007.11.024,Flexibility (delivery),"If the subject was randomized to the treatment group, the backing layer was first removed from the wrap, and then the wrap was placed around the distal end of the anastomosis.","If the subject was randomized to the treatment group, the backing layer was first removed from the wrap, and then the wrap was placed around the distal end of the anastomosis",100.0
1472,10.1016/j.ejvs.2007.11.024,Flexibility (adherence),No adverse events were considered related to the use of the paclitaxel-eluting wrap.,No adverse events were considered related to the use of the paclitaxel-eluting wrap,100.0
1472,10.1016/j.ejvs.2007.11.024,Follow-up,"Safety, clinical performance and efficacy evaluations, conducted on the day the subject was discharged from the hospital, were: a physical examination (affected limb assessment), concomitant medications query, adverse events (AEs) reporting, and ultrasound measurements, performed at some sites.","Safety, clinical performance and efficacy evaluations, conducted on the day the subject was discharged from the hospital, were: a physical examination (affected limb assessment), concomitant medications query, adverse events (AEs) reporting, and ultrasound measurements, performed at some sites.",100.0
1472,10.1016/j.ejvs.2007.11.024,Follow-up,"These assessments were repeated during subject follow-up visits at Week 6 and at Months 3, 6, 12, and 18.","These assessments were repeated during subject follow-up visits at Week 6 and at Months 3, 6, 12, and 18.",100.0
1472,10.1016/j.ejvs.2007.11.024,Follow-up,"At Month 24, safety and performance evaluations included the above-listed assessments and clinical laboratory tests.","At Month 24, safety and performance evaluations included the above-listed assessments and clinical laboratory tests.",100.0
1472,10.1016/j.ejvs.2007.11.024,Primary outcome,The paclitaxel-eluting wrap maintained the mean diameter of the distal anastomosis throughout the 24 months compared with a decreasing mean diameter in controls; the difference was statistically significant at 2 years.,The paclitaxel-eluting wrap maintained the mean diameter of the distal anastomosis throughout the 24 months compared with a decreasing mean diameter in controls; the difference was statistically significant at 2 years.,100.0
1472,10.1016/j.ejvs.2007.11.024,Primary analysis,"Descriptive statistics were performed on all demographic, safety, and performance variables.","Descriptive statistics were performed on all demographic, safety, and performance variables.",100.0
1472,10.1016/j.ejvs.2007.11.024,Primary analysis,No formal statistical tests were planned or performed on any of the demographic or safety variables; this study was not designed to detect quantitative differences in these measures.,No formal statistical tests were planned or performed on any of the demographic or safety variables; this study was not designed to detect quantitative differences in these measures.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,"Exclusion criteria were any concomitant ligament or meniscus injury or previous surgery, evidence of chondral lesion higher than grade 2, and any damage to the contralateral knee.","Exclusion criteria were any concomitant ligament or meniscus injury or previous surgery, evidence of chondral lesion higher than grade 2, and any damage to the contralateral knee.",100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,Intraoperative findings and other reasons led to the exclusion of 9 further patients until the 1-year follow-up.,Intraoperative findings and other reasons led to the exclusion of 9 further patients until the 1-year follow-up.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,Patients with a rerupture after ACL reconstruction were excluded from the study.,Patients with a rerupture after ACL reconstruction were excluded from the study.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,All patients were operated on between October 1998 and September 1999 by the senior author.,All patients were operated on between October 1998 and September 1999 by the senior author.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,The mean time between injury and surgery was 78.7 days in the BPT group and 77.6 days in the HT group.,The mean time between injury and surgery was 78.7 days in the BPT group and 77.6 days in the HT group.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,"All patients were operated by the same surgeon, who is well experienced in both techniques.","All patients were operated by the same surgeon, who is well experienced in both techniques.",100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,The operation techniques were comparable.,The operation techniques were comparable.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,All patients received the same postoperative management and were clinically examined by 2 independent examiners.,All patients received the same postoperative management and were clinically examined by 2 independent examiners.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,An arthroscopic-assisted technique was used for both grafts.,An arthroscopic-assisted technique was used for both grafts,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,No significant difference in hamstring and quadriceps strength was measured in our study.,No significant difference in hamstring and quadriceps strength was measured in our study.,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,"At a mean follow-up of 8.8 years (SD, 0.55 years; range, 7.41 to 10 years), 54 patients were examined.","At a mean follow-up of 8.8 years (SD, 0.55 years; range, 7.41 to 10 years), 54 patients were examined",100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,The significant difference between BPT and HT observed at 1-year follow-up in the Lysholm score was not seen 9 years after surgery.,The significant difference between BPT and HT observed at 1-year follow-up in the Lysholm score was not seen 9 years after surgery,100.0
1225,10.1016/j.arthro.2011.01.015,Eligibility,All patients were assessed by 2 independent examiners 9 years postoperatively.,All patients were assessed by 2 independent examiners 9 years postoperatively.,100.0
1679,10.1111/jjns.12160,Eligibility,"The inclusion criteria were: (i) aged ≥18 years; (ii) diagnosed with coronary heart disease and admitted for the first time; (iii) lived in the central districts of Chengdu; (iv) returned to the home residence, not long-term care facilities, after discharge; (v) could be contacted by mobile phone after discharge; and (vi) agreed to participate in the study.","The inclusion criteria were: (i) aged ≥18 years; (ii) diagnosed with coronary heart disease and admitted for the first time; (iii) lived in the central districts of Chengdu; (iv) returned to the home residence, not long-term care facilities, after discharge; (v) could be contacted by mobile phone after discharge; and (vi) agreed to participate in the study.",100.0
1679,10.1111/jjns.12160,Eligibility,"In total, 323 patients were contacted by the hospital nurse in the department of cardiology. As a result, 61 patients did not meet the inclusion criteria and 18 patients refused to participate in the study due to various reasons, five patients were excluded for dementia and three patients were excluded as they were not able to communicate effectively. In total, 236 patients were randomized to the study (n = 118) or the control (n = 118) group.","In total, 323 patients were contacted by the hospital nurse in the department of cardiology. As a result, 61 patients did not meet the inclusion criteria and 18 patients refused to participate in the study due to various reasons, five patients were excluded for dementia and three patients were excluded as they were not able to communicate effectively. In total, 236 patients were randomized to the study (n = 118) or the control (n = 118) group.",100.0
1679,10.1111/jjns.12160,Eligibility,"Patients in a general tertiary-level hospital in Chengdu, China, were recruited.","Patients in a general tertiary-level hospital in Chengdu, China, were recruited.",100.0
1679,10.1111/jjns.12160,Eligibility,"The hospital–community partnership transitional program was delivered by the combination of a hospital cardiologist and a hospital nurse, as well as a family physician and a home nurse in each community healthcare center to which each patient belonged.","The hospital–community partnership transitional program was delivered by the combination of a hospital cardiologist and a hospital nurse, as well as a family physician and a home nurse in each community healthcare center to which each patient belonged.",100.0
1679,10.1111/jjns.12160,Eligibility,"The program took reference to the Project BOOST (Better Outcomes for Older adults through Safe Transitions) (Society of Hospital Medicine, 2013). The five core principles that are central to the Project BOOST are: (i) patient centeredness: the project's focus is on the needs, abilities, and desires of the patients and their families or caregivers; (ii) patient and family or caregiver empowerment: hospital care teams address the patients' postdischarge needs and empower the patients and their families or caregivers to manage them; (iii) reduce the risk for harm after discharge: the healthcare teams conduct a follow-up phone call after discharge or an expedited follow-up appointment; (iv) team-oriented: successful transition requires collaboration among the nurses, case managers, physicians, patients, and their families or caregivers; (v) bridging the care transition gap: the hospital care teams interact with the after-care providers, patients, and their families or caregivers to ensure access and follow-up in order to help the patients to address any issue or question that arises after discharge.","The program took reference to the Project BOOST (Better Outcomes for Older adults through Safe Transitions) (Society of Hospital Medicine, 2013). The five core principles that are central to the Project BOOST are: (i) patient centeredness: the project's focus is on the needs, abilities, and desires of the patients and their families or caregivers; (ii) patient and family or caregiver empowerment: hospital care teams address the patients' postdischarge needs and empower the patients and their families or caregivers to manage them; (iii) reduce the risk for harm after discharge: the healthcare teams conduct a follow-up phone call after discharge or an expedited follow-up appointment; (iv) team-oriented: successful transition requires collaboration among the nurses, case managers, physicians, patients, and their families or caregivers; (v) bridging the care transition gap: the hospital care teams interact with the after-care providers, patients, and their families or caregivers to ensure access and follow-up in order to help the patients to address any issue or question that arises after discharge.",100.0
1679,10.1111/jjns.12160,Eligibility,"There was no significant difference in the medication adherence scores in the study group and the control group at the baseline (5.92 vs 5.81; t = 0.99, P = 0.319) (Table 3). Nevertheless, significant differences were noted both at O1 (6.86 vs 6.32; t = 5.66, P < 0.001) and O2 (6.77 vs 6.46; t = 3.50, P < 0.001).","There was no significant difference in the medication adherence scores in the study group and the control group at the baseline (5.92 vs 5.81; t = 0.99, P = 0.319) (Table 3). Nevertheless, significant differences were noted both at O1 (6.86 vs 6.32; t = 5.66, P < 0.001) and O2 (6.77 vs 6.46; t = 3.50, P < 0.001).",100.0
1679,10.1111/jjns.12160,Eligibility,"The data were collected at the baseline, 30 days (O1), and 90 days (O2) after discharge.","The data were collected at the baseline, 30 days (O1), and 90 days (O2) after discharge.",100.0
1679,10.1111/jjns.12160,Eligibility,The primary outcomes were the 30 and 90 day readmission rates after discharge.,The primary outcomes were the 30 and 90 day readmission rates after discharge.,100.0
1679,10.1111/jjns.12160,Eligibility,The trial was registered on the Chinese Clinical Trial Registry.,The trial was registered on the Chinese Clinical Trial Registry.,100.0
1524,10.1016/j.arthro.2019.05.026,Eligibility,"The inclusion criteria were patients with pain and full-thickness, medium-sized (1- to 3-cm) supraspinatus tears, confirmed with arthroscopy during the operative procedure, after unsuccessful conservative treatment (consisting of anti-inflammatory medications, physical therapy, and activity modification) for a minimum of 3 months.","The inclusion criteria were patients with pain and full-thickness, medium-sized (1- to 3-cm) supraspinatus tears, confirmed with arthroscopy during the operative procedure, after unsuccessful conservative treatment (consisting of anti-inflammatory medications, physical therapy, and activity modification) for a minimum of 3 months.",100.0
1524,10.1016/j.arthro.2019.05.026,Recruitment,"All patients were evaluated preoperatively and postoperatively (at 12 and 24 months) using the modified University of California, Los Angeles scoring system; active range of motion (flexion and external rotation); and a visual analog scale for pain.","All patients were evaluated preoperatively and postoperatively (at 12 and 24 months) using the modified University of California, Los Angeles scoring system; active range of motion (flexion and external rotation); and a visual analog scale for pain.",100.0
1524,10.1016/j.arthro.2019.05.026,Setting,"This study was approved by the institutional review board, and all patients provided informed consent. All surgical procedures were performed by the author (K.Y.).","This study was approved by the institutional review board, and all patients provided informed consent. All surgical procedures were performed by the author (K.Y.).",100.0
1524,10.1016/j.arthro.2019.05.026,Organisation,"The repair procedure (medially based single-row or suture bridge repair) was randomized after preparation of the footprint (including arthroscopic subacromial decompression, mobilization of the torn rotator cuff, debridement, and microfracture on the footprint, with or without tenotomy or tenodesis of the long head of the biceps tendon, if indicated) by opening a sealed envelope.","The repair procedure (medially based single-row or suture bridge repair) was randomized after preparation of the footprint (including arthroscopic subacromial decompression, mobilization of the torn rotator cuff, debridement, and microfracture on the footprint, with or without tenotomy or tenodesis of the long head of the biceps tendon, if indicated) by opening a sealed envelope.",100.0
1524,10.1016/j.arthro.2019.05.026,Follow-up,"The mean follow-up duration was 28.6 ± 3 months (range, 24-32 months).","The mean follow-up duration was 28.6 ± 3 months (range, 24-32 months).",100.0
1524,10.1016/j.arthro.2019.05.026,Primary outcome,This study did not show any significant differences in the clinical outcomes and cuff integrity between the 2 treatment groups at final follow-up.,This study did not show any significant differences in the clinical outcomes and cuff integrity between the 2 treatment groups at final follow-up,100.0
1760,pmid:25811824,Eligibility,"We enrolled participants who were 40 years or older, had diabetes mellitus or atherosclerotic cardiovascular disease, and were suboptimally adherent.","We enrolled participants who were 40 years or older, had diabetes mellitus or atherosclerotic cardiovascular disease, and were suboptimally adherent.",100.0
1760,pmid:25811824,Eligibility,"We excluded only individuals with medical conditions that might contraindicate the use of these medications, such as medication allergies, liver failure, cirrhosis, rhabdomyolysis, end-stage renal disease, chronic kidney disease.","We excluded only individuals with medical conditions that might contraindicate the use of these medications, such as medication allergies, liver failure, cirrhosis, rhabdomyolysis, end-stage renal disease, chronic kidney disease",100.0
1760,pmid:25811824,Recruitment,"We randomly selected 25,323 for study inclusion and randomized those people into one of the main study arms (n = 21,752) or to one of the 2 ancillary treatment arms (n = 3571).","we randomly selected 25,323 for study inclusion and randomized those people into one of the main study arms (n = 21,752) or to one of the 2 ancillary treatment arms (n = 3571",100.0
1760,pmid:25811824,Setting,The study took place in 3 large health maintenance organizations.,The study took place in 3 large health maintenance organizations.,100.0
1760,pmid:25811824,Organisation,"UC participants had access to the full range of usual services, including each region’s normal education and care management outreach efforts to encourage statin and ACEI/ARB use.","UC participants had access to the full range of usual services, including each region’s normal education and care management outreach efforts to encourage statin and ACEI/ARB use.",100.0
1760,pmid:25811824,Flexibility (delivery),"IVR participants received automated phone calls when they were due or overdue for a refill. IVR+ participants received these phone calls, plus personalized reminder letters, live outreach calls, EMR-based feedback to their primary care providers, and additional mailed materials.","IVR participants received automated phone calls when they were due or overdue for a refill. IVR+ participants received these phone calls, plus personalized reminder letters, live outreach calls, EMR-based feedback to their primary care providers, and additional mailed materials.",100.0
1760,pmid:25811824,Flexibility (adherence),"We used a modified version of the Proportion of Days Covered (PDC), defined from pharmacy dispensing records, for our primary measure."," used a modified version of the Proportion of Days Covered (PDC),16 defined from pharmacy dispensing records, for our primary measure",98.49624060150376
1760,pmid:25811824,Follow-up,Mean duration of follow-up was 9.6 months and did not vary by treatment arm.,Mean duration of follow-up was 9.6 months and did not vary by treatment arm,100.0
1760,pmid:25811824,Primary outcome,The primary outcome was medication adherence; blood pressure and lipid levels were secondary outcomes.,The primary outcome was medication adherence; blood pressure and lipid levels were secondary outcomes.,100.0
1760,pmid:25811824,Primary analysis,We used an intention-to-treat analysis to compare primary and secondary outcomes between intervention and UC participants.,We used an intention-to-treat analysis to compare primary and secondary outcomes between intervention and UC participants.,100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"Biologic-naive patients with active RA and an inadequate response to MTX were randomised to 125 mg abatacept weekly or 40 mg adalimumab bi-weekly, both with a stable dose of MTX.","Biologic-naive patients with active RA and an inadequate response to MTX were randomised to 125 mg abatacept weekly or 40 mg adalimumab bi-weekly, both with a stable dose of MTX.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"Patients met the 1987 American Rheumatism Association (ARA) criteria for RA, had active disease for ≤5 years despite MTX therapy and were naive to biologic therapy.","Patients met the 1987 American Rheumatism Association (ARA) criteria for RA, had active disease for ≤5 years despite MTX therapy and were naive to biologic therapy.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"Of 646 patients randomised, 79.2% abatacept and 74.7% adalimumab patients completed year 2.","Of 646 patients randomised, 79.2% abatacept and 74.7% adalimumab patients completed year 2.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"AMPLE is a 2-year, phase IIIB, multinational, prospective, randomised study comparing subcutaneous abatacept and adalimumab on stable background MTX in patients naive to bDMARDs.","AMPLE is a 2-year, phase IIIB, multinational, prospective, randomised study comparing subcutaneous abatacept and adalimumab on stable background MTX in patients naive to bDMARDs",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"Clinical assessors were blinded to patient treatment and assessed patients’ joints, disease activity and defined adverse event (AE) causality.","Clinical assessors were blinded to patient treatment and assessed patients’ joints, disease activity and defined adverse event (AE) causality.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,Double-blinding of the study drugs was not feasible due to the logistic barrier of masking Humira; patients were not blinded with regard to their study drug.,Double-blinding of the study drugs was not feasible due to the logistic barrier of masking Humira; patients were not blinded with regard to their study drug.,100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,No adjustment within 56 days of Day 729 was allowed.,No adjustment within 56 days of Day 729 was allowed.,100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"Efficacy and safety outcomes were evaluated at days 1, 15, 29 and every 4 weeks thereafter during year 1, and every 3 months during year 2.","Efficacy and safety outcomes were evaluated at days 1, 15, 29 and every 4 weeks thereafter during year 1, and every 3 months during year 2.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,"The primary endpoint was at 1 year but the blinded study continued for 2 years to provide controlled, comparative assessment of long term safety, efficacy and radiographic outcomes.","The primary endpoint was at 1 year but the blinded study continued for 2 years to provide controlled, comparative assessment of long term safety, efficacy and radiographic outcomes.",100.0
1688,10.1136/annrheumdis-2013-203843,Eligibility,All efficacy analyses were assessed using the intent-to-treat (ITT) populations; all safety analyses were assessed using the as-treated population.,All efficacy analyses were assessed using the intent-to-treat (ITT) populations; all safety analyses were assessed using the as-treated population.,100.0
670,10.1016/j.jbmt.2013.04.001,Eligibility,"Participants were clients seen in the multiple sclerosis clinics at Sutherland-Chan School, in which the study was conducted. Clients were provided with information about the clinic by the local chapter of the Multiple Sclerosis Society, and self selected on that basis.","Participants were clients seen in the multiple sclerosis clinics at Sutherland-Chan School, in which the study was conducted. Clients were provided with information about the clinic by the local chapter of the Multiple Sclerosis Society, and self selected on that basis.",100.0
670,10.1016/j.jbmt.2013.04.001,Eligibility,"Of the fifteen study participants, all had previously received a diagnosis of multiple sclerosis.","Of the fifteen study participants, all had previously received a diagnosis of multiple sclerosis.",100.0
670,10.1016/j.jbmt.2013.04.001,Eligibility,"The clients presented to the clinic with a variety of impairments, including some specifically related to the disease process and others that were primarily musculoskeletal in origin.","The clients presented to the clinic with a variety of impairments, including some specifically related to the disease process and others that were primarily musculoskeletal in origin.",100.0
670,10.1016/j.jbmt.2013.04.001,Recruitment,"Clients attending the clinic were interviewed, and their case histories recorded. The research project was explained, and written informed consent was obtained.","Clients attending the clinic were interviewed, and their case histories recorded. The research project was explained, and written informed consent was obtained.",100.0
670,10.1016/j.jbmt.2013.04.001,Recruitment,"The inclusion criterion for the study was a diagnosis of multiple sclerosis, and therefore the spectrum of clinical presentations was broad, as would be expected in this client population.","The inclusion criterion for the study was a diagnosis of multiple sclerosis, and therefore the spectrum of clinical presentations was broad, as would be expected in this client population.",100.0
670,10.1016/j.jbmt.2013.04.001,Setting,"Participants were clients seen in the multiple sclerosis clinics at Sutherland-Chan School, in which the study was conducted.","Participants were clients seen in the multiple sclerosis clinics at Sutherland-Chan School, in which the study was conducted.",100.0
670,10.1016/j.jbmt.2013.04.001,Organisation,The treatment plans were approved by the clinical teacher in charge.,l treatment plans were approved by the clinical teacher in charge. ,95.52238805970148
670,10.1016/j.jbmt.2013.04.001,Organisation,"The teacher also monitored treatment delivery, which involved the application of a variety of techniques appropriate to the client's needs.","The teacher also monitored treatment delivery, which involved the application of a variety of techniques appropriate to the client's needs.",100.0
670,10.1016/j.jbmt.2013.04.001,Flexibility (delivery),"Massage therapy is aligned with the wellness paradigm of health and health care, which speaks to a holistic client centered approach to treatment.","y is aligned with the wellness paradigm of health and health care (Alexander, 2006; Yates, 2004), which speaks to a holistic client centered appr",78.62068965517241
670,10.1016/j.jbmt.2013.04.001,Flexibility (delivery),"Accordingly, if the current research was to conform to the requirements of model fit/ecological validity, it was incumbent on the therapists to construct individualized treatment plans recognizing the importance of the client's physical, psychological and emotional needs."," the current research was to conform to the requirements of model fit/ecological validity (Menard, 2003; Mason et al., 2002), it was incumbent on the therapists to construct individualized treatment plans recognizing the importance of the client's physical, psychological",87.08487084870849
670,10.1016/j.jbmt.2013.04.001,Follow-up,"Self-Efficacy scores were obtained before the first treatment, mid-treatment series, after the last treatment in the series, four weeks after the final treatment and again eight weeks after the final treatment had been received.","Self-Efficacy scores were obtained before the first treatment, mid-treatment series, after the last treatment in the series, four weeks after the final treatment and again eight weeks after the final treatment had been received.",100.0
670,10.1016/j.jbmt.2013.04.001,Primary outcome,"Self-Efficacy [SE] was the outcome for the study, measured using the Multiple Sclerosis Self-Efficacy survey [MSSE].","Self-Efficacy [SE] was the outcome for the study, measured using the Multiple Sclerosis Self-Efficacy survey [MSSE].",100.0
670,10.1016/j.jbmt.2013.04.001,Primary outcome,"The MSSE survey was originally developed and validated by Schwartz et al. (1996), based on the work of Lorig et al. (1989), who created a similar tool for use with people suffering from arthritis.","The MSSE survey was originally developed and validated by Schwartz et al. (1996), based on the work of Lorig et al. (1989), who created a similar tool for use with people suffering from arthritis.",100.0
670,10.1016/j.jbmt.2013.04.001,Primary analysis,"The data were analyzed on an intention to treat basis, with a focus on the differences between mean MSSE values of the control and intervention groups.","The data were analyzed on an intention to treat basis, with a focus on the differences between mean MSSE values of the control and intervention groups.",100.0
1230,10.2106/jbjs.m.01542,Eligibility,"Exclusion criteria included inflammatory arthritis, osteoporosis, Paget disease, corticosteroid use in the last twelve months, acute femoral neck fracture, previous surgery on the involved side, active infection, malignant tumor within the last five years, and other factors that might affect weight-bearing or rehabilitation.","Exclusion criteria included inflammatory arthritis, osteoporosis, Paget disease, corticosteroid use in the last twelve months, acute femoral neck fracture, previous surgery on the involved side, active infection, malignant tumor within the last five years, and other factors that might affect weight-bearing or rehabilitation.",100.0
1230,10.2106/jbjs.m.01542,Eligibility,Patients for whom the appropriate size and offset of implant were not available were also excluded.,Patients for whom the appropriate size and offset of implant were not available were also excluded.,100.0
1230,10.2106/jbjs.m.01542,Recruitment,Subjects between fifty and seventy years of age who presented for primary total hip arthroplasty for noninflammatory arthritis at a single regional orthopaedic center were eligible for enrollment into the study.,Subjects between fifty and seventy years of age who presented for primary total hip arthroplasty for noninflammatory arthritis at a single regional orthopaedic center were eligible for enrollment into the study.,100.0
1230,10.2106/jbjs.m.01542,Setting,"All patients underwent a primary total hip arthroplasty with an SR71 or Stability femoral stem, a 28-mm cobalt-chromium Articul/eze femoral head, and an all-polyethylene cemented Elite Plus Long Posterior Wall acetabular cup (all products produced by DePuy International, Leeds, U.K.).","All patients underwent a primary total hip arthroplasty with an SR71 or Stability femoral stem, a 28-mm cobalt-chromium Articul/eze femoral head, and an all-polyethylene cemented Elite Plus Long Posterior Wall acetabular cup (all products produced by DePuy International, Leeds, U.K.).",100.0
