"pragmeta_trial_id";"Author";"DOI";"Title";"Rater";"Eligibility";"Quote_comment_Eligibility";"Recruitment";"Quote_comment_Recruitment";"Setting";"Quote_comment_Setting";"Organisation";"Quote_comment_Organisation";"Flexibility_del";"Quote_comment_Flexibility_del";"Flexibility_adh";"Quote_comment_Flexibility_adh";"FU";"Quote_comment_FU";"Primary_out";"Quote_comment_Prim_out";"Primary_anal";"Quote_comment_Primary_anal";"module"
697;"Williams, Katrina Louise; Low Choy, Nancy Louise; Brauer, Sandra Gail";"10.1002/pmrj.12377";"Center-Based Group and Home-Based Individual Exercise Programs Have Similar Impacts on Gait and Balance in People With Multiple Sclerosis: A Randomized Trial.";"Vy";3;"unsure if exclusion criteria ""had their MS immunomodulation medications altered in the previous 4 weeks or during the trial period, or declined to be randomly allocated"" are legitimate or for ease of study purposes; I don't know if participants who were excluded would receive the intervention in usual care.";NA;"not much info on recruitment except ""were recruited through the Multiple Sclerosis Society of New South Wales
and South Australia""";4;"Intervention group attended classes at a community center and had a physiotherapist each class. Exercises, intensity, and frequency are the same for both group so exercises could be done either at home or at a community center; study was a ""multi-center RCT""";4;"not much extra resources or provider expertise. Control group ""were provided with one
center-based physiotherapist-led session"" and ""telephone support by a physiotherapist to discuss their program every 2 weeks"" so frequent support. Intervention group had continuous support from the physiotherapist; physiotherapist ""received training to ensure
a standard approach to intervention, intensity, and pro gression""";"4";"control group had fixed schedule for classes to attend 2x/week; ""Participants were encouraged
to work at a pace at which they could exercise for the full 6 minutes, but could rest if they felt fatigue, or had a per ceived exertion of greater than 7/10 on the modified Borg scale. Participants in both groups were encouraged to
maintain their usual activity levels and engagement in
any other exercise throughout the trial"" <- flexibility in doing exercises";3;"control group: ""The activity
diary was to be completed after each exercise session, with a pre-paid envelope provided to enable return at
the end of the intervention period."" <- there seems to be adherence requirement. No mention of monitoring or screening for poor adherence";4;"measured 3 times: baseline, week 8 and week 16; not too frequent";3;"primary outcome: gait speed ""walk over a 14-meter uncluttered indoor path at their fastest but safe pace"" <- how is speed so relevant to participants? ";5;"""Data were analyzed according to the intention-to treat principle""";"PragMS"
648;"E Abalos, V Addo, P Brocklehurst, M El Sheikh, B Farrell, S Gray, P Hardy, E Juszczak, J E Mathews, S Naz Masood, E Oyarzun, J Oyieke, J B Sharma, P Spark";"10.1016/S0140-6736(13)60441-9 ";"Caesarean section surgical techniques (CORONIS): a fractional, factorial, unmasked, randomised controlled trial.";"Kinga";4;"excluding women ""had more than one previous caesarean section""";NA;NA;5;"19 centers in 7 countries ";4;"extra trainig provided but mostly about the interventuon, ";"2";"instruction on how to perform the surgery but ""Haemostasis of the incision could be done with additional sutures as judged necessary by the surgeon regardless of the method of closure undertaken.""";NA;"it is surgery";4;"1 follow-up but data colleted before the surgery, just right after and by the discharge; more data collected then usually, ""Women who did not return at 6 weeks were located and 
interviewed by telephone or during a home visit."" ";1;"death, maternal infectious morbidity, further operative pro cedures, or blood transfusion of more than 1 unit of 
whole blood or packed cells up to the 6-week follow-up -  some of 
the elements are less important to patients or partici pants than others
visit and  short term 
after a one-time intervention (more explanatory)";1;"loss to follow-up 15%, per protocoe analyses,  Analyse recipients to treatment received instead of 
treatment randomised";"PragQoL"
648;"E Abalos, V Addo, P Brocklehurst, M El Sheikh, B Farrell, S Gray, P Hardy, E Juszczak, J E Mathews, S Naz Masood, E Oyarzun, J Oyieke, J B Sharma, P Spark";"10.1016/S0140-6736(13)60441-9 ";"Caesarean section surgical techniques (CORONIS): a fractional, factorial, unmasked, randomised controlled trial.";"Vy";3;"""Pregnant women were eligible if they were to undergo delivery by lower segment caesarean section through a transverse abdominal incision...not eligible if there was a clear indication for a particular surgical technique or material to be used that prevented any of the allocated interventions being used, if they had more than one previous caesarean section, or if they had already been recruited into the trial."" <- only healthy pregnant women with very low risks";NA;"couldn't find info";NA;"couldn't find info";NA;"couldn't find info";NA;"couldn't find info";NA;"couldn't find info";5;"one 6-week follow up";5;"""composite of death, maternal infectious morbidity, further operative procedures, or blood transfusion (>1 unit)""";2;"no mention of ITT, ""women were analysed in the groups into which they were allocated""";"PragQoL"
722;"Anushka Patel, Alan Cass, David Peiris, Tim Usherwood, Alex Brown, Stephen Jan, Bruce Neal, Graham S Hillis, Natasha Rafter, Andrew Tonkin, Ruth Webster, Laurent Billot, Severine Bompoint, Carol Burch, Hugh Burke, Noel Hayman, Barbara Molanus, Christopher M Reid, Louise Shiel, Samantha Togni, Anthony Rodgers";"10.1177/2047487314530382";"A pragmatic randomized trial of a polypill-based strategy to improve use of indicated preventive treatments in people at high cardiovascular disease risk.";"Kinga";4;"""Men and women aged  18 years at high CVD risk,
defined as either established CVD - using the Framingham risk equation-"", "" Each participant had to have,
in their doctor�s view, indications for all and no contra indications to any component of at least one of two
polypills"", ";NA;NA;5;"All participants were treated by their regular doctor
following randomization, ";5;"""All participants were treated by their regular doctor
following randomization"", ";"5";"""No attempt was made to
influence the management of usual care participants."", ""Those allocated to the polypill-based strategy were pre scribed one of the polypill versions at the discretion of
their doctor, to be taken at a time suggested by the
doctor. No attempt was made to influence any other
aspect of their management. The doctor could, at any
time, change prescription to the alternative polypill ver sion, add drugs on top of the polypill, or withdraw the
polypill and substitute individual drugs of their choice.""";4;""" Other follow-up information obtained
included perceived barriers to adherence"", ";3;"Participants attended the primary healthcare centres for trial assessments at randomization and 12 month intervals thereafter. All participants were also reviewed one month post-randomization and at intervening six month intervals, but these could be conducted by telephone, ""Self-reported use of all medications was assessed at each visit, recorded as the number of days
on which medication was taken in the immediately pre ceding week. Other follow-up information obtained
included perceived barriers to adherence, quality of
life (EQ5D questionnaire), occurrence of cardiovascu lar, renal and other serious adverse events and reasons
for stopping cardiovascular medications"", extensive data were collected and Visits at 1 month + 6, 12, 18, 24, 30, 36 months";3;"""self-reported use of indicated combination treatment (antiplatelet, statin and 2 BP lowering therapies for 4 of the previous seven days) at study end; and changes in systolic BP and total cholesterol from baseline to study end""";3;"""intention-to-treat basis without imputation of missing data""";"PragQoL"
722;"Anushka Patel, Alan Cass, David Peiris, Tim Usherwood, Alex Brown, Stephen Jan, Bruce Neal, Graham S Hillis, Natasha Rafter, Andrew Tonkin, Ruth Webster, Laurent Billot, Severine Bompoint, Carol Burch, Hugh Burke, Noel Hayman, Barbara Molanus, Christopher M Reid, Louise Shiel, Samantha Togni, Anthony Rodgers";"10.1177/2047487314530382";"A pragmatic randomized trial of a polypill-based strategy to improve use of indicated preventive treatments in people at high cardiovascular disease risk.";"Vy";5;"short list of exclusion, ""Participants were excluded if it was felt clinically inappropriate to alter medications""";5;"""Patients will be recruited from KVC partner Aboriginal Medical Services (AMS) partners and mainstream general practices."" No further info on recruitment process. ";5;"""occurred in the same way as for other medications. This mostly involved doctors providing patients with written pre scriptions, and patients presenting the prescriptions to designated local pharmacies where all drugs (including the polypill) were dispensed""";5;"not different from usual care";"5";"patients receive drugs at designated local pharmacies; from protocol, ""obtain their study drug in accordance with the standard prescribing and dispensing procedures at each health service""";5;"no mention of measure of adherence; from protocol, ""As treatment cost might be an important determinant of adherence, it is important that out-of-pocket expenses for the polypill accord with the pricing environment for accessing medications in each health service. Participants randomized to the polypill will pay the same copayment for a polypill script as they would for any other medication.""";5;"""All participants were also reviewed one month post-randomization and at intervening six month intervals, but these could be conducted by telephone. BP   and fasting lipids levels were obtained at baseline, 12 months, 24 months and the final visit... information obtained included perceived barriers to adherence, quality of life (EQ5D questionnaire), occurrence of cardiovascular, renal and other serious adverse events and reasons for stopping cardiovascular medications"" <- not often and info collected not too long/exhaustive";5;"""changes in systolic BP and total cholesterol from baseline to study end""";5;"""All analyses were conducted on an intention-to-treat basis without imputation of missing data""";"PragQoL"
650;"Anneke van Dijk-de Vries, Marloes A van Bokhoven, Bjorn Winkens, Berend Terluin, J Andr� Knottnerus, Trudy van der Weijden, Jacques Th M van Eijk";"10.1136/bmjopen-2014-007014";"Lessons learnt from a cluster-randomised trial evaluating the effectiveness of Self-Management Support (SMS) delivered by practice nurses in routine diabetes care.";"Kinga";4;"""Patients with a
clinically established diagnosis of type 2 diabetes mellitus"", ""Patients with score DFT >4 and DS >3 were
eligible "", ";4;"""Patients with a
clinically established diagnosis of type 2 diabetes mellitus
were sent a letter by their GPs to introduce the SMS
project."", a score develpoed for the purpose of the study, ";5;"""All the family practices of one regional organisation of
GPs (a so-called �care group�) in the South of the
Netherlands were eligible to participate in the study.""";3;"no increase staff number, ""During three 8 h training sessions, PNs in the interven tion arm were trained to integrate the detection and follow-up phase of SMS into their daily practice. The training sessions were followed up by booster sessions to maintain and improve PNs� skills in SMS. PNs attended
these booster sessions three or four times during the year of follow-up."", ""Financial reimbursement for the extra time spent on SMS was added to the bundled payment arrangement for diabetes care."", ";NA;NA;NA;NA;3;"""Measurements were at baseline, at 4 months and at 12 months"", "" Owing to the logistics, patients received the posted screening questionnaire 4�6 weeks before a planned diabetes con sultation. Reminders were sent at least 3 weeks before a consultation"", "". These extra consultations delivered by PNs were aimed at supporting patients in their day-to-day management of diabetes and its emotional and social consequences."", ""In the selection of patients for the effectiveness trial,
the following issues were crucial. First, we wanted to
select patients who would receive the complete interven tion including detection and follow-up.""";4;"""The effect of SMS on patients� daily functioning"", Outcome was of obvious importance to participants but the criteria are not widely available in usual care";3;""" intention-to-treat basis"", "" more that 10 loss to follow-up"", no appropriate methods to address missing data";"PragQoL"
650;"Anneke van Dijk-de Vries, Marloes A van Bokhoven, Bjorn Winkens, Berend Terluin, J Andr� Knottnerus, Trudy van der Weijden, Jacques Th M van Eijk";"10.1136/bmjopen-2014-007014";"Lessons learnt from a cluster-randomised trial evaluating the effectiveness of Self-Management Support (SMS) delivered by practice nurses in routine diabetes care.";"Vy";4;"""Patients with score Daily Functioning Thermometer >4 and Distress Screener >3 were eligible for trial participation""; ""we wanted to select patients who would receive the complete interven tion including detection and follow-up."" ";5;"""Patients with a clinically established diagnosis of type 2 diabetes mellitus were sent a letter by their GPs�with a self-administered questionnaire""";5;"intervention was incorporated into usual care";5;"practice nurses in the experimental arm receives training as part of the intervention";"5";"intervention delivered via normal care by a trained practice nurse";NA;"there's an indication of needing adherence, ""we wanted to select patients who would receive the complete intervention including detection and follow-up"" but no info to be found";5;"not many follow-ups, ""The consultation following this first consultation was used as the 4-month follow-up measurement. The last measurement was the assessment approximately 1 year after the patient�s baseline measurement (at least more than 6 months after the first consultation)""";5;"primary outcome: daily functioning ";3;"""Analyses were performed on an intention-to-treat basis""; however, attrition was > 10% but < 25% in both groups; no mention of handling missing data";"PragQoL"
714;"Hilary Pinnock, Robert Bawden, Stephen Proctor, Stephanie Wolfe, Jane Scullion, David Price, Aziz Sheikh";"10.1136/bmj.326.7387.477 ";"Accessibility, acceptability, and effectiveness in primary care of routine telephone review of asthma: pragmatic, randomised controlled trial.";"Kinga";3;"""adults (>18 years) who had asked
for a bronchodilator inhaler prescription in the previous six months but who had not had a routine asthma
review in the preceding 11 months. Patients were
excluded if the diagnosis of asthma had been made
within the previous year, if they had chronic
obstructive pulmonary disease, if communication diffi culties made a telephone consultation impossible, or
(at the general practitioner�s request) for major social
or medical reasons. We wrote to all eligible patients
inviting them to take part in the study"", ";4;"""computerised asthma registers"", ";3;"""Four general practices in England"", ";4;"""nurses who were trained and
experienced in providing proactive asthma care"", ""�We gave the nurses
standardised training in the study procedure."", ";"5";"""The nurses were given no instructions about
the content of the review except that it should reflect
their normal practice and be appropriate to each
patient�s clinical need"", ""Nurses arranged any follow up consultations (whether
in the surgery or by telephone) they deemed clinically
necessary. Patients were free to arrange any consulta tions they wished"", ";4;"""Nurses were
told to make up to four attempts to contact the patient
by phone"", ";5;"""Follow up questionnaires on
morbidity and satisfaction with the consultation were
sent to the patients at three months."", ";5;"""Primary outcome measures were the proportion of participants who were reviewed within three months of randomisation and disease specific quality of life, as measured by the Juniper mini
asthma quality of life questionnaire"", ";3;"intention-to-treat, nothing about dealing with missing data";"PragQoL"
714;"Hilary Pinnock, Robert Bawden, Stephen Proctor, Stephanie Wolfe, Jane Scullion, David Price, Aziz Sheikh";"10.1136/bmj.326.7387.477 ";"Accessibility, acceptability, and effectiveness in primary care of routine telephone review of asthma: pragmatic, randomised controlled trial.";"Vy";4;"longer list of exclusion, "" Patients were excluded if the diagnosis of asthma had been made within the previous year, if they had chronic obstructive pulmonary disease, if communication difficulties made a telephone consultation impossible, or (at the general practitioner�s request) for major social
or medical reasons""";5;"pts were recruited from general practices";5;"the phone review w/ a nurse ""should reflect their normal practice and be appropriate to each patient�s clinical need�clinical care and follow up [of the control group] were the same as for the intervention group but without a telephone option.""";5;"no extra effort; the practices already had nurses who specialize in providing proactive asthma care, ""We gave the nurses standardised training in the study procedure"" <- this standardized training is part of the intervention?!";"5";"delivery is either through a phone call or in-person visit for the usual care group";NA;"no mention of such measure";5;"""Follow up questionnaires on morbidity and satisfaction with the consultation were sent to the patients at three months""";5;"""change in asthma related quality of life""";3;"""On an intention to treat analysis, 101 of the 137 patients (74%) allocated to the telephone arm were reviewed, compared with 68 of the 141 patients (48%) in the face to face consultation arm�""";"PragQoL"
725;"Amar Rangan, Helen Handoll, Stephen Brealey, Laura Jefferson, Ada Keding, Belen Corbacho Martin, Lorna Goodchild, Ling-Hsiang Chuang, Catherine Hewitt, David Torgerson";"10.1001/jama.2015.1629";"Surgical vs nonsurgical treatment of adults with displaced fractures of the proximal humerus: the PROFHER randomized clinical trial.";"Kinga";4;"""aged 16
years or older and presented within 3 weeks after sustaining a
displaced fracture of the proximal humerus that involved the
surgical neck. The degree of displacement had to be suffi cient for the treating surgeon"", ""1 Excluded pa tients had associated dislocation of the injured shoulder joint,
open fracture, insufficient mental capacity to understand the
trial or instructions for rehabilitation, comorbidities preclud ing surgery or anesthesia, clear indication for surgery such as
severe soft-tissue compromise, multiple injuries (upper limb
fractures), pathological fracture (other than osteoporotic), ter minal illness, or were not a resident in the hospital catch ment area.""";NA;"recruted in the hospital ";5;"""t 32 acute
UK National Health Service hospitals"", ""all routinely provide surgical and nonsurgical fracture treatment"", ";5;"""Rehabilita tion care was provided by physiotherapists in inpatient, out patient, and community settings"", ";"4";"""To avoid learning curve problems, surgeons and physiothera pists used surgical interventions and procedures with which
they were familiar"", ""Delivery of care and rehabilitation, which was freely avail able for all patients, incorporated the following 3 set measures
to ensure good standards of care within the National Health
Service: provision of an information leaflet on personal care
during sling immobilization; a basic treatment protocol to guide
physiotherapy; and promotion of home exercises"", ";NA;NA;4;"""patient questionnaires at 3, 6, 12,
and 24 months."", (baseline characteris tics and details of surgery, details of inpatient stay, treatment
confirmation at 1 month, physiotherapy and end of physio therapy, 1-year and 2-year follow-up, and adverse events and
review), baseline x-rays"", ";5;"""Oxford Shoulder Score (OSS) which is a shoulder-specific outcome measure validated in a
UK population"", ""The OSS provides a total score based on the
patient�s subjective assessment of pain and function""";4;"""20% loss to follow-up"", ""n intention-to-treat basis and included all randomized pa tients in the groups to which they were randomized"", "". The effect of missing data also was assessed with a post
hoc sensitivity analysis using multiple imputation by chained
equations."", ";"PragQoL"
725;"Amar Rangan, Helen Handoll, Stephen Brealey, Laura Jefferson, Ada Keding, Belen Corbacho Martin, Lorna Goodchild, Ling-Hsiang Chuang, Catherine Hewitt, David Torgerson";"10.1001/jama.2015.1629";"Surgical vs nonsurgical treatment of adults with displaced fractures of the proximal humerus: the PROFHER randomized clinical trial.";"Vy";5;"inclusion and exclusion criteria seem reasonable, ""were not a resident in the hospital catch ment area""";5;"participants were recruited from ""orthopedic departments (fracture clinics or wards) at 32 acute UK National Health Service hospitals"" don't know how!";5;"One setting is at the hospital for arm surgery; the other setting is unknown but rehab is ""in inpatient, out patient, and community settings""";5;"""To avoid learning curve problems, surgeons and physiotherapists used surgical interventions and procedures with which they were familiar""";"5";"""To avoid learning curve problems, surgeons and physiotherapists used surgical interventions and procedures with which they were familiar"" <- there's flexibility in delivering intervention for both arms, both in terms of method and location of rehab";NA;"no mention of adherence";5;"""The OSS was collected by postal questionnaires at 6, 12, and 24 months"" not many follow-ups and all spaced out";5;"""patient�s subjective assessment of pain and function""";3;"""All analyses were on an intention-to-treat basis and included all randomized patients in the groups to which they were randomized""; ""The effect of missing data also was assessed with a post-hoc sensitivity analysis using multiple imputation by chained equations.""";"PragQoL"
651;"David Price, Stanley D Musgrave, Lee Shepstone, Elizabeth V Hillyer, Erika J Sims, Richard F T Gilbert, Elizabeth F Juniper, Jon G Ayres, Linda Kemp, Annie Blyth, Edward C F Wilson, Stephanie Wolfe, Daryl Freeman, H Miranda Mugford, Jamie Murdoch, Ian Harvey";"10.1056/NEJMoa1010846 ";"Leukotriene antagonists as first-line or add-on asthma-controller therapy.";"Kinga";5;"""s 12 to 80 years of age with a physician�s diagnosis of asthma"", ""symptoms deemed by their physician to require initiation of asthma-controller therapy"", ""peak expiratory flow (PEF) greater than 50% "", ""evidence of im paired asthma-related quality of life"", "" MiniAQLQ"", ""ACQ"", "" MID"", exclusion:  "" prior treatment 
within 12 weeks with an inhaled glucocorticoid or LTRA or LTRA or LABA"",";NA;NA;5;"""53 primary 
care practices in the United Kingdom"", ";NA;NA;"3";"""Practice staffs were asked to provide each pa tient with a written individualized asthma-action plan. For each of the assigned treatments, choices of individual drugs and devices were made accord ing to normal clinical practice and British asthma guidelines"", ""9 The protocol discouraged substan tial treatment changes between randomization 
and the 2-month visit"", "" If a patient required a disallowed asthma medication, this fact was noted, 
and the patient remained in the study"", ";NA;"""We determined adherence on the basis of pre scriptions issued versus prescribing instructions 
for patients with at least 6 months without a change in therapy"", ";4;""" study assessments by telephone or in 
the clinic were scheduled at months 2, 6, 12, 18, and 24."", ""Patients completed a validated asthma-symptom diary28 for 2 weeks 
before the baseline visit for an assessment of PEF variability and to record current symptoms"", ";5;"""The primary outcome measure was the MiniAQLQ 
score."", ";5;"""n inten tion-to-treat analyses"", ";"PragQoL"
651;"David Price, Stanley D Musgrave, Lee Shepstone, Elizabeth V Hillyer, Erika J Sims, Richard F T Gilbert, Elizabeth F Juniper, Jon G Ayres, Linda Kemp, Annie Blyth, Edward C F Wilson, Stephanie Wolfe, Daryl Freeman, H Miranda Mugford, Jamie Murdoch, Ian Harvey";"10.1056/NEJMoa1010846 ";"Leukotriene antagonists as first-line or add-on asthma-controller therapy.";"Vy";5;"patients from 12-80 yrs are included; ""Main exclusion criteria were prior treatment within 12 weeks with an inhaled glucocorticoid or LTRA (in the first-line controller therapy trial) or LTRA or LABA (in the add-on therapy trial)."" <- short";5;"from protocol, ""Patients were recruited 1) through acute and routine respiratory care visits (screening) at which time potentially eligible patients were invited by practice staff to participate in the study and 2) by invitation letter sent by participating primary care practices to all patients aged 12�80""";5;""" Patients were responsible for obtaining their own medica tions, as would occur in real life""";5;"no mention of specialists or extra staff members needed or spcial pharmacies to pick up the drug";"5";"patients picked up their own medication";4;"""We determined adherence on the basis of prescriptions issued versus prescribing instructions for patients with at least 6 months without a change in therapy"" adherence is tracked through prescriptions but no mention of incentive for adherence";4;"several follow-ups but spaced out, ""study assessments by telephone or in the clinic were scheduled at months 2, 6, 12, 18, and 24.""";5;"primary outcome: Mini Asthma Quality of Life Questionnaire";4;"""The primary effectiveness analysis was an inten tion-to-treat analysis of the MiniAQLQ score at 2 months (the primary time point) and at 2 years""; ""Multiple imputation was used where data were missing""; attrition at 2 months > 10% but < 25% for LTRA group; control group attrition was 16% at 2 months but at 2 years it's 2%";"PragQoL"
655;"Juan B Galdiz, Alba G�mez, Diego Rodriguez, Rosa Guell, Pilar Cebollero, Javier Hueto, Pilar Cejudo, Francisco Ortega, Itxaso Sayago, Susana Chic, Marta Iscar, Carlos Amado, Gemma Rodr�guez Trigo, Borja G Cosio, Victor Bustamante, Jos� Ignacio Pijoan";"10.1016/j.arbres.2020.03.034 ";"Telerehabilitation Programme as a Maintenance Strategy for COPD Patients: A 12-Month Randomized Clinical Trial.";"Kinga";2;"""The inclusion criteria were a diagnosis of COPD, according to the GOLD guidelines1with spirometric grade II-IV severity; age between 18 and 75 years; non-smoker and ex smoker or smoker with an intention to quit; BODE index value2 between 3-7, and no acute exacerbation event during the last 4 weeks prior to enrolment. Exacerbation was defined as worsening of two or more of the following main symptoms for at least 2 consecutive days: dyspnoea, increased sputum volume, sputum purulence or worsening of any major symptom along with one of the following minor symptoms for at
least 2 consecutive days: sore throat; cold (runny nose and/or nasal congestion); fever without any other cause; cough or wheezing. Further, the degree of worsening led the patient to seek medical assessment and antibiotics and/or corticosteroids were prescribed by the physician."", ""We excluded COPD patients with a bronchodilator response (FEV1 increase >15% of  the baseline value after 200 mcg of inhaled bronchodilator), a clinical diagnosis of respiratory disease other than COPD, a history of severe coronary artery disease, orthopaedic diseases seriously limiting mobility, life expectancy of less than 2 years, or inability to co-operate. Medical treatment for all patients, other than treatment specific for the COPD management, was supervised by the primary care physician and was not changed in the programme. Exacerbations were treated according to usual clinical practice by the patient�s primary care medical team or pulmonologist on an outpatient basis or at the emergency department in both groups. Some episodes required hospital admission for 
more intensive therapeutic management. Patients were told about the trial and given sufficient time and opportunity to consider whether to participate and, if so, give written informed consent. They were informed of the need to be used to dealing with a mobile phone-based app if they were eventually assigned to the IG and willing to meet all the requirements of the study.""";NA;NA;5;"""13 hospitals"", ";NA;NA;"5";"""The home-based telerehabilitation programme included the following components (Figures 1 and 2): a) individualized action plan; b) access to the call centre"", ""Exercises were individually tailored to suit each patient�s capacity"", ";5;"""The home exercise was periodically monitored by the physiotherapist, using the web based platform, to provide feedback to patients regarding activity levels and exercise training load. The exercises were adjusted according to compliance and patient�s reported symptoms and recorded vital sign parameters."", ";4;"""Patients were asked to enter information on their oxygen saturation and heart rate readings into the mobile phone before and after each session. They also needed to type scores of dyspnoea perception and leg discomfort (graded according to the Borg scale) into the mobile app on completion of each exercise sequence"", ""t 3, 9 and 12 months"", "" telerehabilitation kit (mobile phone, pulse oximeter, dumbbells and exercise bicycle"", ""provided with general educational material,"" d, 6-minute walk test (6MWT) and spirometry testswere carried out and HRQoL measures were taken. Lastly, BODE scores were calculated at each follow-up visit for the IG and at baseline and 12-month visits for the CG."", ";3;"""To determine if a maintenance pulmonary telerehabilitation program
(TeleRP), after intensive initial RP, is superior to usual care in maintaining over time
the benefits achieved by intensive PR."" - google translate";3;"ITT, ""Missing val ues were not imputed. All patients were analyzed in the group to
which they were randomized"", ";"PragQoL"
655;"Juan B Galdiz, Alba G�mez, Diego Rodriguez, Rosa Guell, Pilar Cebollero, Javier Hueto, Pilar Cejudo, Francisco Ortega, Itxaso Sayago, Susana Chic, Marta Iscar, Carlos Amado, Gemma Rodr�guez Trigo, Borja G Cosio, Victor Bustamante, Jos� Ignacio Pijoan";"10.1016/j.arbres.2020.03.034 ";"Telerehabilitation Programme as a Maintenance Strategy for COPD Patients: A 12-Month Randomized Clinical Trial.";"Vy";4;"exclusion criteria: ""inability to co-operate""; "" a clinical diagnosis of respiratory disease other than COPD"" unsure if excluding patients with another respiratory disease would be justified ";NA;"no mention in the study or in supplemental material";5;"at patients' home for both arms";3;"extra resources were given to patients in the intervention arm as part of the intervention so it's okay except for a mobile phone and ""along with a user guide with detailed instructions on the use of the mobile device to deliver data collected to the web-based platform after completion of each scheduled session""";"5";"intervention was delivered at home; individualized action plan";2;"patients need to ""deliver data collected to the web-based platform after completion of each scheduled session"" 3 training sessions per week; ""A patient in the IG arm was classified as a non-complier if he/she did not perform scheduled exercises for at least 8 consecutive weeks, unless there were clear clinical reasons not to. Patients were considered non-adherent if they did not attend any 2 follow-up appointments and there was no clear clinical justification for not attending.""";3;"""follow-up appointments were arranged for both groups at 3, 9 and 12 months""; ""At each follow-up visit, the general health status of the patient was assessed, medical treatment was revised and optimized, educational reinforcement was provided, 6-minute walk test (6MWT) and spirometry tests were carried out and HRQoL measures were taken. Lastly, BODE scores were calculated at each follow-up visit for the IG and at baseline and 12-month visits for the CG."" a lot of measurements taken during each follow-up";3;"""the effect of the intervention on exercise tolerance (6MWT distance) at 12 months as primary outcome"" seems like the primary outcome is more for the researchers than for patients";3;"""patients were advised to continue doing exercise and attending follow-up appointments even if they decided not to comply with the assigned maintenance
exercises, supporting the intention-to-treat principle""; ""Missing values were not imputed."" ""The main efficacy analysis used analysis of covariance (ANCOVA) techniques to test for differences between groups in outcome variables at the 12-month visit, adjusted for baseline values"", more than 10% attrition in the intervention arm";"PragQoL"
715;"Mwidimi Ndosi, Martyn Lewis, Claire Hale, Helen Quinn, Sarah Ryan, Paul Emery, Howard Bird, Jackie Hill";"10.1136/annrheumdis-2013-203403 ";"The outcome and cost-effectiveness of nurse-led care in people with rheumatoid arthritis: a multicentre randomised controlled trial.";"Kinga";5;"""The inclusion criteria were: a positive diagnosis of RA (1987 American College of Rheumatology (ACR) criteria),29 age 18 years or older and the ability to complete questionnaires
unaided. Exclusions were: unstabilised concomitant disease,
awaiting surgery and already receiving care from the practi tioners involved in the study""";NA;NA;5;"The study was conducted in outpatient clinics of 10 rheumatology centres across the UK";4;"""This study required three practitioners at each centre; a CNS, a
rheumatologist and a blind independent assessor"", blinded assessor, ";"5";"""The rheumatologists and CNS delivering the
interventions did not have any special training as they were
expected to undertake their �normal� practice, having agreed to
follow the study protocol""";5;"""When patients arrived at the clinic, the independent assessor performed �joint counts� for DAS28 and then oversaw the completion of self-reported pain visual analogue scale (pain-VAS), fatigue-VAS and duration of morning stiffness.""";4;""" Patients were seen by their respective
practitioners at baseline and at weeks 13, 26, 39 and 52.""";5;"
Disease Activity Score";4;"ITT,  For the ITT approach,missing data were imputed via multiple imputation using chained equations but attrition more than 25";"PragQoL"
715;"Mwidimi Ndosi, Martyn Lewis, Claire Hale, Helen Quinn, Sarah Ryan, Paul Emery, Howard Bird, Jackie Hill";"10.1136/annrheumdis-2013-203403 ";"The outcome and cost-effectiveness of nurse-led care in people with rheumatoid arthritis: a multicentre randomised controlled trial.";"Vy";5;"short list of exclusion";NA;"from protocol, ""The study comprises 180 patients with rheumatoid arthritis recruited from 10 rheumatology centres throughout the UK"" no info on HOW";5;"similar to usual care and many centers across the UK";5;"""The rheumatologists and CNS delivering the interventions did not have any special training as they were expected to undertake their �normal� practice""";"4";"""The rheumatologists and CNS delivering the interventions did not have any special training as they were expected to undertake their �normal� practice, having agreed to follow the study protocol...Both practitioners saw patients according to the protocol"" seems like there's less flexibility in delivering the intervention";NA;"no info";4;"follow ups at baseline, weeks 13, 26, 39 and 52; the first 4 follow-ups are a bit closer to one another";5;"""The primary outcome was the disease activity score (DAS28)""";5;"""Analysis followed per-protocol (PP) and intention-to-treat (ITT) approaches�.the latter was based on evaluation of all trial participants as allocated."" imputation method was mentioned in detail to address missing data; >25% attrition";"PragQoL"
